YelpLeaf,YelpParent1,YelpParent2,YelpParent3,MatchLeaf,MatchParent1,MatchParent2,MatchParent3,Tradition,Self-Expression,Utilitarian,Charisma,Egalitarian,Neighborliness,Formality,Exhibitionism,Glamour,Transgression,Rationality,Locality,State,Corporateness,Ethnicity
Neurologist,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Neuropathologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Neurotologists,Doctors,Health & Medical,-,Physicians & Surgeons,Physicians & Surgeons,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
American (New),Restaurants,-,-,New American Restaurant,-,-,-,2.0,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Canadian (New),Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
New Mexican Cuisine,Restaurants,-,-,Mexican Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
New Zealand,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Nicaraguan,Restaurants,-,-,Latin American Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Nicoise,French,Restaurants,-,French Restaurant,-,-,-,3.8,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0
Night Food,Restaurants,-,-,Late Night Dining Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Nikkei,Restaurants,-,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Community Service/Non-Profit,Local Services,-,-,Social And Human Service Organizations,Community Services & Organizations,-,-,3.0,3.0,2.0,3.0,4.5,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
Noodles,Restaurants,-,-,Asian Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Norcinerie,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Northeastern Brazilian,Brazilian,Restaurants,-,Brazilian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Northern Brazilian,Brazilian,Restaurants,-,Brazilian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Northern German,German,Restaurants,-,German Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Northern Mexican,Mexican,Restaurants,-,Mexican Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Traditional Norwegian,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Notaries,Local Services,-,-,Notaries,-,-,-,3.0,3.0,3.0,2.5,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
Nudist,Active Life,-,-,Nudists Parks,Parks & Recreation Centres,-,-,3.0,3.0,2.0,3.0,3.0,3.0,2.5,5.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0
Nurse Practitioner,Health & Medical,-,-,Nurses,"Medical Products, Equipment & Services",-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Nursing Schools,Specialty Schools,Education,-,Schools-Nursing,Specialized Schools,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Nutritionists,Health & Medical,-,-,Nutrition Consultants,Diet & Nutrition,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Nyonya,Malaysian,Restaurants,-,Malaysian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Oaxacan,Mexican,Restaurants,-,Mexican Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Obstetricians & Gynecologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Observatories,Arts & Entertainment,-,-,Observatories,-,-,-,3.0,3.0,2.4,3.0,3.0,3.0,3.0,2.8,3.0,2.75,4.5,3.0,3.0,2.25,2.75
Occupational Therapy,Health & Medical,-,-,Occupational Therapists,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Oden,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Office Cleaning,Professional Services,-,-,Cleaners,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Office Equipment,Shopping,-,-,Office Supplies and Stationery Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Officiants,Event Planning & Services,-,-,Event Planning,Consultants,-,-,3.0,3.0,3.5,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Oil Change Stations,Automotive,-,-,Automobile Body Shop Equipment & Supplies,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Okinawan,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Okonomiyaki,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Olive Oil,Specialty Food,Food,-,Delicatessens,-,-,-,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Oncologist,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Onigiri,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Open Sandwiches,Restaurants,-,-,Sandwiches,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Opera & Ballet,Arts & Entertainment,-,-,Musical Theatre and Opera Companies,-,-,-,4.0,4.0,2.0,4.0,3.0,3.0,3.5,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Ophthalmologists,Doctors,Health & Medical,-,Ophthalmologists,Eye Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Eyewear & Opticians,Shopping,-,-,Optical Products,Eye Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Optometrists,Health & Medical,-,-,Optometrists,Eye Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Oral Surgeons,Dentists,Health & Medical,-,Dentists,Dental Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Organ & Tissue Donor Services,Health & Medical,-,-,Organ & Tissue Banks,Hospitals & Clinics,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Organic Stores,Food,-,-,Organic Products,Foods,General,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,2.0,3.0
Oriental,Restaurants,-,-,Oriental Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Orthodontists,Dentists,Health & Medical,-,Dentists,Dental Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Orthopedists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Orthotics,Health & Medical,-,-,Medical Technical Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Osteopathic Physicians,Doctors,Health & Medical,-,Osteopaths,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Osteopaths,Medical Centers,Health & Medical,-,Osteopaths,Alternative Health Care,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Nail Salons,Beauty & Spas,-,-,Nail Salons & Services,"Barbers, Beauty Salons & Spas",-,-,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Otologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Ottoman Cuisine,Turkish,Restaurants,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Outdoor Furniture Stores,Home & Garden,Shopping,-,Nursery Stores and Garden Centres,Lawn and Garden Equipment and Supplies Stores,Building Material and Garden Equipment and Supplies Dealers,Retail Trade,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Outdoor Gear,Sporting Goods,Shopping,-,Sportswear-Retail,Sporting Goods,-,-,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
Outdoor Movies,Cinema,Arts & Entertainment,-,Motion Picture and Video Exhibition,Motion Picture and Video Industries,Motion Picture and Sound Recording Industries,Information and Cultural Industries,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Outdoor Power Equipment Services,Local Services,-,-,Outdoor Power Equipment Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Outlet Stores,Shopping,-,-,Factory Outlets,-,-,-,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,4.0,3.0,3.0,2.5,3.0,4.0,3.0
Oxygen Bars,Health & Medical,-,-,Clinics-Medical,-,-,-,3.0,2.5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Oyakodon,Donburi,Japanese,Restaurants,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pachinko,Arts & Entertainment,-,-,Casinos,-,-,-,3.0,3.0,2.0,3.0,2.5,2.5,3.5,3.5,4.0,3.5,3.0,3.0,3.0,4.0,3.0
Packing Services,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Packing Supplies,Shopping,-,-,Office Supplies,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Paddleboarding,Active Life,-,-,Wakeboards,Boats & Watersports,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pain Management,Doctors,Health & Medical,-,Physicians & Surgeons,Physicians & Surgeons,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Paint & Sip,Arts & Entertainment,-,-,Arts & Cultural Organizations,Artists & Entertainers,-,-,3.5,3.5,2.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.5,3.0,2.0,3.0
Paintball,Active Life,-,-,Paintball-Games,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Painters,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Paint Stores,Home & Garden,Shopping,-,Paint and Wallpaper Stores,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,Retail Trade,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Paint-Your-Own Pottery,Arts & Crafts,Shopping,-,Pottery,Arts Supplies & Services,-,-,3.5,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
Pakistani,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Palatine,German,Restaurants,-,German Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pan Asian,Restaurants,-,-,Asian Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Pancakes,Breakfast & Brunch,Restaurants,-,Pancakes & Waffles Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Panzerotti,Food,-,-,Fast Food Restaurant,-,-,-,3.0,2.4,4.8,2.6,3.4,1.8,2.6,2.8,1.0,3.0,3.0,1.0,3.0,4.75,3.0
Paragliding,Active Life,-,-,Sports-Aerial,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Parasailing,Active Life,-,-,Sports-Aerial,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Parenting Classes,Specialty Schools,Education,-,Schools-Academic-Special Purpose,Academic,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
Parking,Automotive,-,-,Parking Lots and Garages,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0
Parklets,Local Flavor,-,-,Parks,Parks & Recreation Centres,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,3.0
Parks,Active Life,-,-,Parks,Parks & Recreation Centres,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,3.0
Parma,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Party Bike Rentals,Event Planning & Services,-,-,Party Supplies-Rental,Party Supplies & Services,-,-,3.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Party Bus Rentals,Event Planning & Services,-,-,Party Supplies-Rental,-,-,-,3.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Party Characters,Event Planning & Services,-,-,Party Planning Service,-,-,-,2.5,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Party Equipment Rentals,Event Planning & Services,-,-,Party Supplies-Rental,Party Supplies & Services,-,-,3.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Party Supplies,Event Planning & Services,-,-,Party Supplies,Party Supplies & Services,-,-,3.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Passport & Visa Services,Travel Services,Hotels & Travel,-,Passport & Visa Services,Government Agencies and Services,-,-,3.0,2.5,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0
Pasta Shops,Specialty Food,Food,-,Pasta,Foods,General,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Patent Law,Professional Services,-,-,Offices of Lawyers,Legal Services,"Professional, Scientific and Technical Services",-,3.0,2.0,3.5,2.5,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
Pathologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Patio Coverings,Home Services,-,-,Patio Furniture & Supplies-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pawn Shops,Shopping,-,-,Pawnbrokers,-,-,-,3.0,3.0,4.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Check Cashing/Pay-day Loans,Financial Services,-,-,Cheque Cashing Service,Banks & Financial Services,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Payroll Services,Professional Services,-,-,Offices of Accountants,-,-,-,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
Pediatric Dentists,Dentists,Health & Medical,-,Dentists,Dental Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pediatricians,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Pedicabs,Transportation,Hotels & Travel,-,Taxi Service,Taxi and Limousine Service,Transit and Ground Passenger Transportation,Transportation and Warehousing,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pensions,Hotels,Event Planning & Services,-,Hotels,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Perfume,Beauty & Spas,-,-,Cosmetics & Perfumes-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0
Periodontists,Dentists,Health & Medical,-,Dentists,Dental Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Permanent Makeup,Beauty & Spas,-,-,Make-Up-Permanent,Cosmetics,-,-,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Persian/Iranian,Restaurants,-,-,Iranian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Personal Injury Law,Lawyers,Professional Services,-,Lawyers,Administrative & Specialty Services,-,-,3.0,2.0,3.0,2.5,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.5,4.0,3.0,3.0
Personal Shopping,Shopping,-,-,Shopping Centres,-,-,-,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.5,3.0,2.0,3.0,4.0,3.0
Personal Assistants,Professional Services,-,-,Personnel Consultants,-,-,-,3.0,3.0,4.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0
Personal Care Services,Health & Medical,-,-,Health Service,"Medical Products, Equipment & Services",-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Personal Chefs,Event Planning & Services,-,-,Food Service Contractors,Special Food Services,Food Services and Drinking Places,Accommodation and Food Services,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Peruvian,Restaurants,-,-,Peruvian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Pest Control,Local Services,-,-,Sanitation Consultants,-,-,-,3.0,2.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
Pet Sitting,Pet Services,Pets,-,Pet Sitting Services,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Training,Pet Services,Pets,-,Pet Training,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0
Pet Adoption,Pets,-,-,Animal Dealers,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Boarding,Pet Sitting,Pet Services,Pets,Pet Sitting Services,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Breeders,Pet Services,Pets,-,Dog Breeders,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Cremation Services,Pet Services,Pets,-,"Pet Cemeteries, Crematoriums & Supplies",Pet Services,-,-,3.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Hospice,Pet Services,Pets,-,Pet Care (except Veterinary) Services,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pet Insurance,Pet Services,Pets,-,Pet Health Plans,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Photography,Pet Services,Pets,-,Pet Photographers,Pet Services,-,-,2.5,3.0,1.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Services,Pets,-,-,Pet Products & Services,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Stores,Pets,-,-,Pet Shops,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Petting Zoos,Zoos,Active Life,-,Zoos,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pet Transportation,Pet Services,Pets,-,Pet Transporting,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Pet Waste Removal,Pet Services,Pets,-,Pet Products & Services,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
PF/Comercial,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pharmacy,Health & Medical,-,-,Pharmacies and Drug Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Phlebologists,Doctors,Health & Medical,-,Physicians & Surgeons,Physicians & Surgeons,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Photo Booth Rentals,Event Planning & Services,-,-,Party Supplies-Rental,-,-,-,3.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Photography Classes,Specialty Schools,Education,-,Photography Schools,-,-,-,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
Photographers,Event Planning & Services,-,-,Photographic Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Photography Stores & Services,Shopping,-,-,Camera and Photographic Supplies Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Physical Therapy,Health & Medical,-,-,Physiotherapists & Therapists-Physical Rehabilitation,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Doctors,Health & Medical,-,-,Clinics-Medical,Hospitals & Clinics,-,-,3.0,2.5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Piano Bars,Nightlife,-,-,Drinking Places (Alcoholic Beverages),-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Piano Services,Musical Instrument Services,Local Services,-,"Pianos-Services, Supplies & Tuning",-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Piano Stores,Musical Instrument Services,Local Services,-,Musical Instrument and Supplies Stores,"Sporting Goods, Hobby and Musical Instrument Stores","Sporting Goods, Hobby, Book and Music Stores",Retail Trade,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
Pickleball,Active Life,-,-,Racquetball Courts,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
